,compartment,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,cell_type,tissue_in_publication
344,stromal,0.04150122031569481,0.16983678936958313,0.0,0.0,0.0,0.0,2.1556601524353027,ST3GAL6,0.0,0.0,0.0,all,all
345,stromal,0.028795737773180008,0.13716080784797668,0.0,0.0,0.0,0.0,2.117774248123169,ST6GAL1,0.0,0.0,0.0,all,all
346,stromal,0.015006940811872482,0.10846232622861862,0.0,0.0,0.0,0.0,2.4849982261657715,ST6GAL2,0.0,0.0,0.0,all,all
347,stromal,0.0016784623730927706,0.03629679977893829,0.0,0.0,0.0,0.0,1.7516616582870483,ST6GALNAC1,0.0,0.0,0.0,all,all
348,stromal,0.0010235966183245182,0.027757765725255013,0.0,0.0,0.0,0.0,2.0156140327453613,ST6GALNAC2,0.0,0.0,0.0,all,all
349,stromal,0.011762537062168121,0.08993052691221237,0.0,0.0,0.0,0.0,1.9460816383361816,ST6GALNAC3,0.0,0.0,0.0,all,all
350,stromal,0.12428632378578186,0.2804914712905884,0.0,0.0,0.0,0.0,2.1631195545196533,ST6GALNAC4,0.0,0.0,0.0,all,all
351,stromal,0.004104230087250471,0.05408410727977753,0.0,0.0,0.0,0.0,1.5923786163330078,ST6GALNAC5,0.0,0.0,0.0,all,all
352,stromal,0.011392430402338505,0.08867737650871277,0.0,0.0,0.0,0.0,1.854637622833252,ST6GALNAC6,0.0,0.0,0.0,all,all
353,stromal,0.042476534843444824,0.18099498748779297,0.0,0.0,0.0,0.0,2.1462669372558594,ST8SIA1,0.0,0.0,0.0,all,all
354,stromal,0.0009811490308493376,0.02354530431330204,0.0,0.0,0.0,0.0,1.4644169807434082,ST8SIA2,0.0,0.0,0.0,all,all
355,stromal,0.00033172452822327614,0.017661482095718384,0.0,0.0,0.0,0.0,1.6982333660125732,ST8SIA3,0.0,0.0,0.0,all,all
356,stromal,0.004783392418175936,0.0643581673502922,0.0,0.0,0.0,0.0,2.0572452545166016,ST8SIA4,0.0,0.0,0.0,all,all
357,stromal,0.0008633072138763964,0.024970443919301033,0.0,0.0,0.0,0.0,2.025374174118042,ST8SIA5,0.0,0.0,0.0,all,all
358,stromal,0.0022853068076074123,0.04618750885128975,0.0,0.0,0.0,0.0,2.409106731414795,ST8SIA6,0.0,0.0,0.0,all,all
359,stromal,0.1992662400007248,0.3501873016357422,0.0,0.0,0.0,0.3698499724268913,2.4138035774230957,STT3A,0.3698499724268913,0.9246249310672283,0.0,all,all
