,tissue_in_publication,cell_type,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,compartment
7195,Mammary,vein endothelial cell,0.09197667241096497,0.2623501718044281,0.0,0.0,0.0,0.0,1.669306993484497,GALNT7,0.0,0.0,0.0,endothelial
7196,Mammary,endothelial cell of artery,0.0988183468580246,0.2784031331539154,0.0,0.0,0.0,0.0,1.8114014863967896,GALNT7,0.0,0.0,0.0,endothelial
7197,Muscle,endothelial cell of lymphatic vessel,0.10793676227331161,0.3380212187767029,0.0,0.0,0.0,0.0,1.4086024761199951,GALNT7,0.0,0.0,0.0,endothelial
7198,Muscle,endothelial cell of vascular tree,0.06331267207860947,0.23469345271587372,0.0,0.0,0.0,0.0,1.8684043884277344,GALNT7,0.0,0.0,0.0,endothelial
7199,Muscle,capillary endothelial cell,0.052548523992300034,0.23376958072185516,0.0,0.0,0.0,0.0,1.6602752208709717,GALNT7,0.0,0.0,0.0,endothelial
7200,Muscle,endothelial cell of artery,0.16403615474700928,0.36723148822784424,0.0,0.0,0.0,0.0,1.5801724195480347,GALNT7,0.0,0.0,0.0,endothelial
7201,Pancreas,endothelial cell,0.09998368471860886,0.2976553738117218,0.0,0.0,0.0,0.0,2.035916328430176,GALNT7,0.0,0.0,0.0,endothelial
7202,Prostate,endothelial cell,0.08309218287467957,0.27502456307411194,0.0,0.0,0.0,0.0,1.681122899055481,GALNT7,0.0,0.0,0.0,endothelial
7203,Salivary_Gland,endothelial cell,0.15703260898590088,0.36237090826034546,0.0,0.0,0.0,0.0,1.880548357963562,GALNT7,0.0,0.0,0.0,endothelial
7204,Salivary_Gland,endothelial cell of lymphatic vessel,0.1554494947195053,0.36072075366973877,0.0,0.0,0.0,0.0,2.0702502727508545,GALNT7,0.0,0.0,0.0,endothelial
7205,Skin,endothelial cell,0.056811362504959106,0.19287611544132233,0.0,0.0,0.0,0.0,1.5498100519180298,GALNT7,0.0,0.0,0.0,endothelial
7206,Small_Intestine,gut endothelial cell,0.08661913871765137,0.2828350067138672,0.0,0.0,0.0,0.0,1.243729829788208,GALNT7,0.0,0.0,0.0,endothelial
7207,Spleen,endothelial cell,0.1626446396112442,0.34804654121398926,0.0,0.0,0.0,0.0,1.724815011024475,GALNT7,0.0,0.0,0.0,endothelial
7208,Thymus,endothelial cell of lymphatic vessel,0.11967431753873825,0.31329700350761414,0.0,0.0,0.0,0.0,1.4738174676895142,GALNT7,0.0,0.0,0.0,endothelial
7209,Thymus,capillary endothelial cell,0.07763396203517914,0.2919246554374695,0.0,0.0,0.0,0.0,2.093079090118408,GALNT7,0.0,0.0,0.0,endothelial
7210,Thymus,vein endothelial cell,0.1027100682258606,0.2771773636341095,0.0,0.0,0.0,0.0,2.0473880767822266,GALNT7,0.0,0.0,0.0,endothelial
7211,Thymus,endothelial cell of artery,0.15409375727176666,0.36303845047950745,0.0,0.0,0.0,0.0,1.884562373161316,GALNT7,0.0,0.0,0.0,endothelial
7212,Tongue,endothelial cell of lymphatic vessel,0.0672992467880249,0.24881842732429504,0.0,0.0,0.0,0.0,1.008524775505066,GALNT7,0.0,0.0,0.0,endothelial
7213,Tongue,capillary endothelial cell,0.10364168882369995,0.29320448637008667,0.0,0.0,0.0,0.0,1.6827257871627808,GALNT7,0.0,0.0,0.0,endothelial
7214,Tongue,vein endothelial cell,0.08883654326200485,0.24275872111320496,0.0,0.0,0.0,0.0,1.3673235177993774,GALNT7,0.0,0.0,0.0,endothelial
7215,Tongue,endothelial cell of artery,0.11372449994087219,0.28650811314582825,0.0,0.0,0.0,0.0,1.0181373357772827,GALNT7,0.0,0.0,0.0,endothelial
7216,Trachea,endothelial cell,0.08848538994789124,0.25970160961151123,0.0,0.0,0.0,0.0,1.4992347955703735,GALNT7,0.0,0.0,0.0,endothelial
7217,Uterus,endothelial cell,0.04344090074300766,0.17218004167079926,0.0,0.0,0.0,0.0,1.443677544593811,GALNT7,0.0,0.0,0.0,endothelial
7218,Uterus,endothelial cell of lymphatic vessel,0.11104310303926468,0.21779070794582367,0.0,0.0,0.0,0.17146994173526764,1.0565216541290283,GALNT7,0.17146994173526764,0.4286748543381691,0.0,endothelial
7219,Vasculature,endothelial cell,0.11111413687467575,0.2934633195400238,0.0,0.0,0.0,0.0,1.9987175464630127,GALNT7,0.0,0.0,0.0,endothelial
7220,Vasculature,endothelial cell of lymphatic vessel,0.16814133524894714,0.3154319226741791,0.0,0.0,0.0,0.08125690370798111,0.9480907917022705,GALNT7,0.08125690370798111,0.20314225926995277,0.0,endothelial
7221,Vasculature,endothelial cell of artery,0.11627808213233948,0.29845890402793884,0.0,0.0,0.0,0.0,1.688635230064392,GALNT7,0.0,0.0,0.0,endothelial
7222,Bladder,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7223,Bladder,capillary endothelial cell,0.003254885086789727,0.028375431895256042,0.0,0.0,0.0,0.0,0.24737127125263214,GALNT8,0.0,0.0,0.0,endothelial
7224,Bladder,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7225,Eye,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7226,Eye,retinal blood vessel endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7227,Fat,endothelial cell,0.00027079368010163307,0.01638003997504711,0.0,0.0,0.0,0.0,0.99083411693573,GALNT8,0.0,0.0,0.0,endothelial
7228,Heart,cardiac endothelial cell,0.001489243470132351,0.030922437086701393,0.0,0.0,0.0,0.0,0.9001020193099976,GALNT8,0.0,0.0,0.0,endothelial
7229,Kidney,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7230,Large_Intestine,gut endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7231,Liver,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7232,Liver,endothelial cell of hepatic sinusoid,0.005499658174812794,0.07872776687145233,0.0,0.0,0.0,0.0,1.178412675857544,GALNT8,0.0,0.0,0.0,endothelial
7233,Lung,blood vessel endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7234,Lung,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7235,Lung,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7236,Lung,vein endothelial cell,0.002610059455037117,0.0570642352104187,0.0,0.0,0.0,0.0,1.2476084232330322,GALNT8,0.0,0.0,0.0,endothelial
7237,Lung,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7238,Lung,lung microvascular endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7239,Lymph_Node,endothelial cell,0.0019484178628772497,0.023863214999437332,0.0,0.0,0.0,0.0,0.2922626733779907,GALNT8,0.0,0.0,0.0,endothelial
7240,Mammary,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7241,Mammary,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7242,Mammary,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7243,Muscle,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7244,Muscle,endothelial cell of vascular tree,0.00021149744861759245,0.011324574239552021,0.0,0.0,0.0,0.0,0.6063631772994995,GALNT8,0.0,0.0,0.0,endothelial
7245,Muscle,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7246,Muscle,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7247,Pancreas,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7248,Prostate,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7249,Salivary_Gland,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7250,Salivary_Gland,endothelial cell of lymphatic vessel,0.0018724178662523627,0.03349496051669121,0.0,0.0,0.0,0.0,0.5991737246513367,GALNT8,0.0,0.0,0.0,endothelial
7251,Skin,endothelial cell,0.000448082631919533,0.015353206545114517,0.0,0.0,0.0,0.0,0.526049017906189,GALNT8,0.0,0.0,0.0,endothelial
7252,Small_Intestine,gut endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7253,Spleen,endothelial cell,0.0015096202259883285,0.02690679393708706,0.0,0.0,0.0,0.0,0.5766992568969727,GALNT8,0.0,0.0,0.0,endothelial
7254,Thymus,endothelial cell of lymphatic vessel,0.002156512811779976,0.03543512150645256,0.0,0.0,0.0,0.0,0.5822584629058838,GALNT8,0.0,0.0,0.0,endothelial
7255,Thymus,capillary endothelial cell,0.00045397013309411705,0.015888992697000504,0.0,0.0,0.0,0.0,0.5561134219169617,GALNT8,0.0,0.0,0.0,endothelial
7256,Thymus,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7257,Thymus,endothelial cell of artery,0.0012840480776503682,0.02967231348156929,0.0,0.0,0.0,0.0,0.6856817007064819,GALNT8,0.0,0.0,0.0,endothelial
7258,Tongue,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7259,Tongue,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7260,Tongue,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7261,Tongue,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7262,Trachea,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7263,Uterus,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7264,Uterus,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7265,Vasculature,endothelial cell,0.00019477382011245936,0.006984747014939785,0.0,0.0,0.0,0.0,0.250479131937027,GALNT8,0.0,0.0,0.0,endothelial
7266,Vasculature,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7267,Vasculature,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT8,0.0,0.0,0.0,endothelial
7268,Bladder,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7269,Bladder,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7270,Bladder,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7271,Eye,endothelial cell,0.012333323247730732,0.12394837290048599,0.0,0.0,0.0,0.0,1.2456656694412231,GALNT9,0.0,0.0,0.0,endothelial
7272,Eye,retinal blood vessel endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7273,Fat,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7274,Heart,cardiac endothelial cell,0.00038504492840729654,0.01946656033396721,0.0,0.0,0.0,0.0,0.9841748476028442,GALNT9,0.0,0.0,0.0,endothelial
7275,Kidney,endothelial cell,0.00706470524892211,0.06885828822851181,0.0,0.0,0.0,0.0,0.6711469888687134,GALNT9,0.0,0.0,0.0,endothelial
7276,Large_Intestine,gut endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7277,Liver,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7278,Liver,endothelial cell of hepatic sinusoid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7279,Lung,blood vessel endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7280,Lung,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7281,Lung,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7282,Lung,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7283,Lung,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7284,Lung,lung microvascular endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7285,Lymph_Node,endothelial cell,0.015245369635522366,0.09406346082687378,0.0,0.0,0.0,0.0,0.702287495136261,GALNT9,0.0,0.0,0.0,endothelial
7286,Mammary,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7287,Mammary,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7288,Mammary,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7289,Muscle,endothelial cell of lymphatic vessel,0.027111537754535675,0.22356747090816498,0.0,0.0,0.0,0.0,1.8435845375061035,GALNT9,0.0,0.0,0.0,endothelial
7290,Muscle,endothelial cell of vascular tree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7291,Muscle,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7292,Muscle,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7293,Pancreas,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7294,Prostate,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7295,Salivary_Gland,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7296,Salivary_Gland,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7297,Skin,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7298,Small_Intestine,gut endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7299,Spleen,endothelial cell,0.006100171711295843,0.08594339340925217,0.0,0.0,0.0,0.0,1.4506388902664185,GALNT9,0.0,0.0,0.0,endothelial
7300,Thymus,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7301,Thymus,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7302,Thymus,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7303,Thymus,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7304,Tongue,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7305,Tongue,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7306,Tongue,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7307,Tongue,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7308,Trachea,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7309,Uterus,endothelial cell,0.002396079944446683,0.038680922240018845,0.0,0.0,0.0,0.0,1.0564604997634888,GALNT9,0.0,0.0,0.0,endothelial
7310,Uterus,endothelial cell of lymphatic vessel,0.032694101333618164,0.12258118391036987,0.0,0.0,0.0,0.0,0.793321430683136,GALNT9,0.0,0.0,0.0,endothelial
7311,Vasculature,endothelial cell,0.000513555365614593,0.018416628241539,0.0,0.0,0.0,0.0,0.6604322195053101,GALNT9,0.0,0.0,0.0,endothelial
7312,Vasculature,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7313,Vasculature,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GALNT9,0.0,0.0,0.0,endothelial
7314,Bladder,endothelial cell of lymphatic vessel,0.14990170300006866,0.29634320735931396,0.0,0.0,0.0,0.038716476410627365,0.9810376167297363,GALT,0.038716476410627365,0.09679119102656841,0.0,endothelial
7315,Bladder,capillary endothelial cell,0.10326184332370758,0.22679172456264496,0.0,0.0,0.0,0.0,0.9597655534744263,GALT,0.0,0.0,0.0,endothelial
7316,Bladder,vein endothelial cell,0.0944945365190506,0.23907391726970673,0.0,0.0,0.0,0.0,1.068291187286377,GALT,0.0,0.0,0.0,endothelial
7317,Eye,endothelial cell,0.07022339850664139,0.20845964550971985,0.0,0.0,0.0,0.0,0.7941511869430542,GALT,0.0,0.0,0.0,endothelial
7318,Eye,retinal blood vessel endothelial cell,0.06626453995704651,0.2029539942741394,0.0,0.0,0.0,0.0,1.6373729705810547,GALT,0.0,0.0,0.0,endothelial
7319,Fat,endothelial cell,0.07635539025068283,0.2277289777994156,0.0,0.0,0.0,0.0,1.8388984203338623,GALT,0.0,0.0,0.0,endothelial
7320,Heart,cardiac endothelial cell,0.06544943898916245,0.2674931287765503,0.0,0.0,0.0,0.0,1.9885823726654053,GALT,0.0,0.0,0.0,endothelial
7321,Kidney,endothelial cell,0.088785320520401,0.22571474313735962,0.0,0.0,0.0,0.0,1.0942314863204956,GALT,0.0,0.0,0.0,endothelial
7322,Large_Intestine,gut endothelial cell,0.02425805851817131,0.17660126090049744,0.0,0.0,0.0,0.0,1.2856770753860474,GALT,0.0,0.0,0.0,endothelial
7323,Liver,endothelial cell,0.07839363068342209,0.2728959023952484,0.0,0.0,0.0,0.0,1.4665935039520264,GALT,0.0,0.0,0.0,endothelial
7324,Liver,endothelial cell of hepatic sinusoid,0.08697065711021423,0.29414117336273193,0.0,0.0,0.0,0.0,1.7489107847213745,GALT,0.0,0.0,0.0,endothelial
7325,Lung,blood vessel endothelial cell,0.05301624536514282,0.18497708439826965,0.0,0.0,0.0,0.0,0.9218769073486328,GALT,0.0,0.0,0.0,endothelial
7326,Lung,endothelial cell of lymphatic vessel,0.2391253560781479,0.5595439076423645,0.0,0.0,0.0,0.0,2.02366304397583,GALT,0.0,0.0,0.0,endothelial
7327,Lung,capillary endothelial cell,0.06773047894239426,0.2952800989151001,0.0,0.0,0.0,0.0,2.0106680393218994,GALT,0.0,0.0,0.0,endothelial
7328,Lung,vein endothelial cell,0.0721721351146698,0.277405321598053,0.0,0.0,0.0,0.0,1.5402355194091797,GALT,0.0,0.0,0.0,endothelial
7329,Lung,endothelial cell of artery,0.07057668268680573,0.281559556722641,0.0,0.0,0.0,0.0,1.5778801441192627,GALT,0.0,0.0,0.0,endothelial
7330,Lung,lung microvascular endothelial cell,0.05609382688999176,0.2449285089969635,0.0,0.0,0.0,0.0,1.4607213735580444,GALT,0.0,0.0,0.0,endothelial
7331,Lymph_Node,endothelial cell,0.08608114719390869,0.2682657241821289,0.0,0.0,0.0,0.0,1.4827027320861816,GALT,0.0,0.0,0.0,endothelial
7332,Mammary,endothelial cell of lymphatic vessel,0.09850265085697174,0.3097667396068573,0.0,0.0,0.0,0.0,1.3080774545669556,GALT,0.0,0.0,0.0,endothelial
7333,Mammary,vein endothelial cell,0.046345751732587814,0.1701572686433792,0.0,0.0,0.0,0.0,1.1588510274887085,GALT,0.0,0.0,0.0,endothelial
7334,Mammary,endothelial cell of artery,0.03157610073685646,0.16985942423343658,0.0,0.0,0.0,0.0,1.3402711153030396,GALT,0.0,0.0,0.0,endothelial
7335,Muscle,endothelial cell of lymphatic vessel,0.04304403066635132,0.2134581208229065,0.0,0.0,0.0,0.0,1.3157100677490234,GALT,0.0,0.0,0.0,endothelial
7336,Muscle,endothelial cell of vascular tree,0.024765288457274437,0.14000172913074493,0.0,0.0,0.0,0.0,1.3156102895736694,GALT,0.0,0.0,0.0,endothelial
7337,Muscle,capillary endothelial cell,0.036014389246702194,0.18991510570049286,0.0,0.0,0.0,0.0,1.9589658975601196,GALT,0.0,0.0,0.0,endothelial
7338,Muscle,endothelial cell of artery,0.026074478402733803,0.13927148282527924,0.0,0.0,0.0,0.0,1.0168967247009277,GALT,0.0,0.0,0.0,endothelial
7339,Pancreas,endothelial cell,0.09942835569381714,0.290446013212204,0.0,0.0,0.0,0.0,1.8086233139038086,GALT,0.0,0.0,0.0,endothelial
7340,Prostate,endothelial cell,0.0814533680677414,0.2628013789653778,0.0,0.0,0.0,0.0,1.5008577108383179,GALT,0.0,0.0,0.0,endothelial
7341,Salivary_Gland,endothelial cell,0.104189433157444,0.2972429394721985,0.0,0.0,0.0,0.0,1.5977020263671875,GALT,0.0,0.0,0.0,endothelial
7342,Salivary_Gland,endothelial cell of lymphatic vessel,0.09768245369195938,0.2718145251274109,0.0,0.0,0.0,0.0,1.3458142280578613,GALT,0.0,0.0,0.0,endothelial
7343,Skin,endothelial cell,0.007735034450888634,0.06529597193002701,0.0,0.0,0.0,0.0,0.8617250919342041,GALT,0.0,0.0,0.0,endothelial
7344,Small_Intestine,gut endothelial cell,0.19231000542640686,0.4133343994617462,0.0,0.0,0.0,0.0,1.7469524145126343,GALT,0.0,0.0,0.0,endothelial
7345,Spleen,endothelial cell,0.14805163443088531,0.3407436013221741,0.0,0.0,0.0,0.0,1.6357624530792236,GALT,0.0,0.0,0.0,endothelial
7346,Thymus,endothelial cell of lymphatic vessel,0.14958374202251434,0.32636427879333496,0.0,0.0,0.0,0.0,1.511234164237976,GALT,0.0,0.0,0.0,endothelial
7347,Thymus,capillary endothelial cell,0.07879330962896347,0.2896522879600525,0.0,0.0,0.0,0.0,2.138523578643799,GALT,0.0,0.0,0.0,endothelial
7348,Thymus,vein endothelial cell,0.07878345996141434,0.22970710694789886,0.0,0.0,0.0,0.0,1.5518592596054077,GALT,0.0,0.0,0.0,endothelial
7349,Thymus,endothelial cell of artery,0.09651384502649307,0.2924020290374756,0.0,0.0,0.0,0.0,1.5623522996902466,GALT,0.0,0.0,0.0,endothelial
7350,Tongue,endothelial cell of lymphatic vessel,0.1271664798259735,0.36773785948753357,0.0,0.0,0.0,0.0,1.4266098737716675,GALT,0.0,0.0,0.0,endothelial
7351,Tongue,capillary endothelial cell,0.06491746008396149,0.23127321898937225,0.0,0.0,0.0,0.0,1.1522918939590454,GALT,0.0,0.0,0.0,endothelial
7352,Tongue,vein endothelial cell,0.07146825641393661,0.21846793591976166,0.0,0.0,0.0,0.0,1.2940704822540283,GALT,0.0,0.0,0.0,endothelial
7353,Tongue,endothelial cell of artery,0.09731475263834,0.27589157223701477,0.0,0.0,0.0,0.0,0.993289589881897,GALT,0.0,0.0,0.0,endothelial
7354,Trachea,endothelial cell,0.12063151597976685,0.3231578767299652,0.0,0.0,0.0,0.0,1.7318613529205322,GALT,0.0,0.0,0.0,endothelial
7355,Uterus,endothelial cell,0.024139126762747765,0.12867775559425354,0.0,0.0,0.0,0.0,1.2742425203323364,GALT,0.0,0.0,0.0,endothelial
7356,Uterus,endothelial cell of lymphatic vessel,0.19311867654323578,0.27216610312461853,0.0,0.0,0.0,0.30175675451755524,1.2594096660614014,GALT,0.30175675451755524,0.7543918862938881,0.0,endothelial
7357,Vasculature,endothelial cell,0.07979980856180191,0.23563259840011597,0.0,0.0,0.0,0.0,1.9348492622375488,GALT,0.0,0.0,0.0,endothelial
7358,Vasculature,endothelial cell of lymphatic vessel,0.0925658643245697,0.2762995958328247,0.0,0.0,0.0,0.0,1.4258888959884644,GALT,0.0,0.0,0.0,endothelial
7359,Vasculature,endothelial cell of artery,0.0650978684425354,0.2100493460893631,0.0,0.0,0.0,0.0,1.1010180711746216,GALT,0.0,0.0,0.0,endothelial
7360,Bladder,endothelial cell of lymphatic vessel,0.39772680401802063,0.461510568857193,0.0,0.0,0.2148144170641899,0.7335067093372345,1.5250085592269897,GANAB,0.7335067093372345,1.5250085592269897,0.0,endothelial
7361,Bladder,capillary endothelial cell,0.27267807722091675,0.3265702426433563,0.0,0.0,0.09358895570039749,0.438926137983799,1.103637456893921,GANAB,0.438926137983799,1.0973153449594975,0.0,endothelial
7362,Bladder,vein endothelial cell,0.26507672667503357,0.3588043451309204,0.0,0.0,0.0,0.5419896245002747,1.3601740598678589,GANAB,0.5419896245002747,1.3549740612506866,0.0,endothelial
7363,Eye,endothelial cell,0.32333773374557495,0.4800896942615509,0.0,0.0,0.0,0.6769025325775146,1.5847811698913574,GANAB,0.6769025325775146,1.5847811698913574,0.0,endothelial
7364,Eye,retinal blood vessel endothelial cell,0.3997935354709625,0.4402371048927307,0.0,0.0,0.3474631905555725,0.7269570231437683,1.9179810285568237,GANAB,0.7269570231437683,1.8173925578594208,0.0,endothelial
7365,Fat,endothelial cell,0.35371634364128113,0.4531131982803345,0.0,0.0,0.0,0.6629639565944672,2.1782517433166504,GANAB,0.6629639565944672,1.657409891486168,0.0,endothelial
7366,Heart,cardiac endothelial cell,0.3558950126171112,0.5623670220375061,0.0,0.0,0.0,0.8126361817121506,2.4150400161743164,GANAB,0.8126361817121506,2.0315904542803764,0.0,endothelial
7367,Kidney,endothelial cell,0.431946724653244,0.4694675803184509,0.0,0.0,0.40398725867271423,0.7797799110412598,1.6139330863952637,GANAB,0.7797799110412598,1.6139330863952637,0.0,endothelial
7368,Large_Intestine,gut endothelial cell,0.294216513633728,0.5307177901268005,0.0,0.0,0.0,0.4194547235965729,1.8640167713165283,GANAB,0.4194547235965729,1.0486368089914322,0.0,endothelial
7369,Liver,endothelial cell,0.2526351511478424,0.47397592663764954,0.0,0.0,0.0,0.0,1.7869148254394531,GANAB,0.0,0.0,0.0,endothelial
