,tissue_in_publication,cell_type,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,compartment
13603,Thymus,capillary endothelial cell,0.043463025242090225,0.21375307440757751,0.0,0.0,0.0,0.0,1.5804787874221802,PIGZ,0.0,0.0,0.0,endothelial
13604,Thymus,vein endothelial cell,0.06110035628080368,0.2061747908592224,0.0,0.0,0.0,0.0,1.7333942651748657,PIGZ,0.0,0.0,0.0,endothelial
13605,Thymus,endothelial cell of artery,0.06335417926311493,0.22838586568832397,0.0,0.0,0.0,0.0,1.8955351114273071,PIGZ,0.0,0.0,0.0,endothelial
13606,Tongue,endothelial cell of lymphatic vessel,0.0755389928817749,0.2411627322435379,0.0,0.0,0.0,0.0,0.9870169758796692,PIGZ,0.0,0.0,0.0,endothelial
13607,Tongue,capillary endothelial cell,0.039264362305402756,0.18916891515254974,0.0,0.0,0.0,0.0,1.4359384775161743,PIGZ,0.0,0.0,0.0,endothelial
13608,Tongue,vein endothelial cell,0.03902873769402504,0.1522531509399414,0.0,0.0,0.0,0.0,1.2772194147109985,PIGZ,0.0,0.0,0.0,endothelial
13609,Tongue,endothelial cell of artery,0.05492405965924263,0.23984813690185547,0.0,0.0,0.0,0.0,1.1399955749511719,PIGZ,0.0,0.0,0.0,endothelial
13610,Trachea,endothelial cell,0.05879712104797363,0.230150043964386,0.0,0.0,0.0,0.0,1.3369495868682861,PIGZ,0.0,0.0,0.0,endothelial
13611,Uterus,endothelial cell,0.01725393533706665,0.1068027913570404,0.0,0.0,0.0,0.0,1.5109589099884033,PIGZ,0.0,0.0,0.0,endothelial
13612,Uterus,endothelial cell of lymphatic vessel,0.04606373608112335,0.12884972989559174,0.0,0.0,0.0,0.0,0.6852908134460449,PIGZ,0.0,0.0,0.0,endothelial
13613,Vasculature,endothelial cell,0.07716380059719086,0.23047345876693726,0.0,0.0,0.0,0.0,1.3945255279541016,PIGZ,0.0,0.0,0.0,endothelial
13614,Vasculature,endothelial cell of lymphatic vessel,0.16753138601779938,0.3195157051086426,0.0,0.0,0.0,0.09115161746740341,1.303240180015564,PIGZ,0.09115161746740341,0.22787904366850853,0.0,endothelial
13615,Vasculature,endothelial cell of artery,0.04974665120244026,0.18430215120315552,0.0,0.0,0.0,0.0,0.9635590314865112,PIGZ,0.0,0.0,0.0,endothelial
13616,Bladder,endothelial cell of lymphatic vessel,0.03781794384121895,0.1700224131345749,0.0,0.0,0.0,0.0,1.128692865371704,PLOD1,0.0,0.0,0.0,endothelial
13617,Bladder,capillary endothelial cell,0.19148090481758118,0.2790147662162781,0.0,0.0,0.0,0.35863540321588516,0.9146438837051392,PLOD1,0.35863540321588516,0.8965885080397129,0.0,endothelial
13618,Bladder,vein endothelial cell,0.11434520035982132,0.2642096281051636,0.0,0.0,0.0,0.0,1.236573338508606,PLOD1,0.0,0.0,0.0,endothelial
13619,Eye,endothelial cell,0.2199907749891281,0.41090014576911926,0.0,0.0,0.0,0.36812177300453186,1.8324764966964722,PLOD1,0.36812177300453186,0.9203044325113297,0.0,endothelial
13620,Eye,retinal blood vessel endothelial cell,0.123649463057518,0.2839650809764862,0.0,0.0,0.0,0.0,1.3752224445343018,PLOD1,0.0,0.0,0.0,endothelial
13621,Fat,endothelial cell,0.1506279706954956,0.3213071823120117,0.0,0.0,0.0,0.0,2.3276236057281494,PLOD1,0.0,0.0,0.0,endothelial
13622,Heart,cardiac endothelial cell,0.2456170916557312,0.4935172498226166,0.0,0.0,0.0,0.0,2.1572365760803223,PLOD1,0.0,0.0,0.0,endothelial
13623,Kidney,endothelial cell,0.08947097510099411,0.24418361485004425,0.0,0.0,0.0,0.0,1.0409257411956787,PLOD1,0.0,0.0,0.0,endothelial
13624,Large_Intestine,gut endothelial cell,0.09525567293167114,0.3752845823764801,0.0,0.0,0.0,0.0,2.043869972229004,PLOD1,0.0,0.0,0.0,endothelial
13625,Liver,endothelial cell,0.1820070743560791,0.42319628596305847,0.0,0.0,0.0,0.0,1.7704156637191772,PLOD1,0.0,0.0,0.0,endothelial
13626,Liver,endothelial cell of hepatic sinusoid,0.19047607481479645,0.4192303419113159,0.0,0.0,0.0,0.0,1.9989932775497437,PLOD1,0.0,0.0,0.0,endothelial
13627,Lung,blood vessel endothelial cell,0.22991535067558289,0.3782273530960083,0.0,0.0,0.0,0.4455730766057968,1.3870823383331299,PLOD1,0.4455730766057968,1.113932691514492,0.0,endothelial
13628,Lung,endothelial cell of lymphatic vessel,0.03670067712664604,0.22020405530929565,0.0,0.0,0.0,0.0,1.321224331855774,PLOD1,0.0,0.0,0.0,endothelial
13629,Lung,capillary endothelial cell,0.11035953462123871,0.3711819052696228,0.0,0.0,0.0,0.0,2.068235158920288,PLOD1,0.0,0.0,0.0,endothelial
13630,Lung,vein endothelial cell,0.10218852013349533,0.31810200214385986,0.0,0.0,0.0,0.0,1.9511569738388062,PLOD1,0.0,0.0,0.0,endothelial
13631,Lung,endothelial cell of artery,0.12753339111804962,0.3797081708908081,0.0,0.0,0.0,0.0,2.1559977531433105,PLOD1,0.0,0.0,0.0,endothelial
13632,Lung,lung microvascular endothelial cell,0.08485094457864761,0.28988608717918396,0.0,0.0,0.0,0.0,1.7009743452072144,PLOD1,0.0,0.0,0.0,endothelial
13633,Lymph_Node,endothelial cell,0.215029776096344,0.40060317516326904,0.0,0.0,0.0,0.3398866802453995,1.5279686450958252,PLOD1,0.3398866802453995,0.8497167006134987,0.0,endothelial
13634,Mammary,endothelial cell of lymphatic vessel,0.10179600864648819,0.3874247968196869,0.0,0.0,0.0,0.0,1.5445700883865356,PLOD1,0.0,0.0,0.0,endothelial
13635,Mammary,vein endothelial cell,0.4185899496078491,0.5082194805145264,0.0,0.0,0.0,0.7540052384138107,2.4700052738189697,PLOD1,0.7540052384138107,1.8850130960345268,0.0,endothelial
13636,Mammary,endothelial cell of artery,0.3755688965320587,0.5581470131874084,0.0,0.0,0.0,0.8005125820636749,2.434124231338501,PLOD1,0.8005125820636749,2.0012814551591873,0.0,endothelial
13637,Muscle,endothelial cell of lymphatic vessel,0.044624075293540955,0.2954293489456177,0.0,0.0,0.0,0.0,2.3476290702819824,PLOD1,0.0,0.0,0.0,endothelial
13638,Muscle,endothelial cell of vascular tree,0.05549892410635948,0.21081341803073883,0.0,0.0,0.0,0.0,1.529099941253662,PLOD1,0.0,0.0,0.0,endothelial
13639,Muscle,capillary endothelial cell,0.10647494345903397,0.3203662633895874,0.0,0.0,0.0,0.0,2.4030628204345703,PLOD1,0.0,0.0,0.0,endothelial
13640,Muscle,endothelial cell of artery,0.0815192312002182,0.25596868991851807,0.0,0.0,0.0,0.0,1.387495517730713,PLOD1,0.0,0.0,0.0,endothelial
13641,Pancreas,endothelial cell,0.1137496754527092,0.3143137991428375,0.0,0.0,0.0,0.0,1.8366775512695312,PLOD1,0.0,0.0,0.0,endothelial
13642,Prostate,endothelial cell,0.12649103999137878,0.33120858669281006,0.0,0.0,0.0,0.0,1.8221880197525024,PLOD1,0.0,0.0,0.0,endothelial
13643,Salivary_Gland,endothelial cell,0.11735724657773972,0.316708505153656,0.0,0.0,0.0,0.0,2.067631721496582,PLOD1,0.0,0.0,0.0,endothelial
13644,Salivary_Gland,endothelial cell of lymphatic vessel,0.1038983091711998,0.2875893712043762,0.0,0.0,0.0,0.0,1.74734365940094,PLOD1,0.0,0.0,0.0,endothelial
13645,Skin,endothelial cell,0.15790380537509918,0.314181387424469,0.0,0.0,0.0,0.0,1.934427261352539,PLOD1,0.0,0.0,0.0,endothelial
13646,Small_Intestine,gut endothelial cell,0.03449821099638939,0.16413448750972748,0.0,0.0,0.0,0.0,0.930347740650177,PLOD1,0.0,0.0,0.0,endothelial
13647,Spleen,endothelial cell,0.041370686143636703,0.16374117136001587,0.0,0.0,0.0,0.0,1.1842838525772095,PLOD1,0.0,0.0,0.0,endothelial
13648,Thymus,endothelial cell of lymphatic vessel,0.11981861293315887,0.3190694749355316,0.0,0.0,0.0,0.0,1.52528977394104,PLOD1,0.0,0.0,0.0,endothelial
13649,Thymus,capillary endothelial cell,0.11342222988605499,0.3517332673072815,0.0,0.0,0.0,0.0,2.2003121376037598,PLOD1,0.0,0.0,0.0,endothelial
13650,Thymus,vein endothelial cell,0.12482225149869919,0.28789201378822327,0.0,0.0,0.0,0.0,1.8491277694702148,PLOD1,0.0,0.0,0.0,endothelial
13651,Thymus,endothelial cell of artery,0.17622387409210205,0.3932211101055145,0.0,0.0,0.0,0.0,2.539396047592163,PLOD1,0.0,0.0,0.0,endothelial
13652,Tongue,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLOD1,0.0,0.0,0.0,endothelial
13653,Tongue,capillary endothelial cell,0.13481415808200836,0.3206591010093689,0.0,0.0,0.0,0.0,1.2635817527770996,PLOD1,0.0,0.0,0.0,endothelial
13654,Tongue,vein endothelial cell,0.12087734788656235,0.31276988983154297,0.0,0.0,0.0,0.0,1.4401030540466309,PLOD1,0.0,0.0,0.0,endothelial
13655,Tongue,endothelial cell of artery,0.10984627157449722,0.2974751591682434,0.0,0.0,0.0,0.0,1.597387671470642,PLOD1,0.0,0.0,0.0,endothelial
13656,Trachea,endothelial cell,0.30155155062675476,0.4822539985179901,0.0,0.0,0.0,0.5592410564422607,2.12878680229187,PLOD1,0.5592410564422607,1.3981026411056519,0.0,endothelial
13657,Uterus,endothelial cell,0.10285531729459763,0.25546979904174805,0.0,0.0,0.0,0.0,1.726269245147705,PLOD1,0.0,0.0,0.0,endothelial
13658,Uterus,endothelial cell of lymphatic vessel,0.38976559042930603,0.40044766664505005,0.0,0.0,0.3412482738494873,0.6543188095092773,1.538988709449768,PLOD1,0.6543188095092773,1.538988709449768,0.0,endothelial
13659,Vasculature,endothelial cell,0.08169066905975342,0.2355324774980545,0.0,0.0,0.0,0.0,1.8030989170074463,PLOD1,0.0,0.0,0.0,endothelial
13660,Vasculature,endothelial cell of lymphatic vessel,0.04030710458755493,0.13295598328113556,0.0,0.0,0.0,0.0,0.5950056910514832,PLOD1,0.0,0.0,0.0,endothelial
13661,Vasculature,endothelial cell of artery,0.2856084108352661,0.4271356761455536,0.0,0.0,0.0,0.5204787105321884,1.8239288330078125,PLOD1,0.5204787105321884,1.301196776330471,0.0,endothelial
13662,Bladder,endothelial cell of lymphatic vessel,0.34033092856407166,0.4951178729534149,0.0,0.0,0.0,0.5613507032394409,1.7816234827041626,PLOD2,0.5613507032394409,1.4033767580986023,0.0,endothelial
13663,Bladder,capillary endothelial cell,0.2425653040409088,0.35412314534187317,0.0,0.0,0.0,0.46258964389562607,1.4348407983779907,PLOD2,0.46258964389562607,1.1564741097390652,0.0,endothelial
13664,Bladder,vein endothelial cell,0.2653084993362427,0.4074805676937103,0.0,0.0,0.0,0.5092970132827759,2.1200289726257324,PLOD2,0.5092970132827759,1.2732425332069397,0.0,endothelial
13665,Eye,endothelial cell,0.08670737594366074,0.26768776774406433,0.0,0.0,0.0,0.0,1.4198342561721802,PLOD2,0.0,0.0,0.0,endothelial
13666,Eye,retinal blood vessel endothelial cell,0.34904125332832336,0.48382431268692017,0.0,0.0,0.0,0.6494537591934204,2.743257999420166,PLOD2,0.6494537591934204,1.623634397983551,0.0,endothelial
13667,Fat,endothelial cell,0.34766241908073425,0.509563684463501,0.0,0.0,0.0,0.6199373304843903,3.0056393146514893,PLOD2,0.6199373304843903,1.5498433262109756,0.0,endothelial
13668,Heart,cardiac endothelial cell,0.1721636801958084,0.4199850857257843,0.0,0.0,0.0,0.0,2.1116864681243896,PLOD2,0.0,0.0,0.0,endothelial
13669,Kidney,endothelial cell,0.2646195590496063,0.4490343928337097,0.0,0.0,0.0,0.46730296313762665,1.6041786670684814,PLOD2,0.46730296313762665,1.1682574078440666,0.0,endothelial
13670,Large_Intestine,gut endothelial cell,0.269731730222702,0.5021923780441284,0.0,0.0,0.0,0.0,1.7448694705963135,PLOD2,0.0,0.0,0.0,endothelial
13671,Liver,endothelial cell,0.039573878049850464,0.19369037449359894,0.0,0.0,0.0,0.0,1.2100030183792114,PLOD2,0.0,0.0,0.0,endothelial
13672,Liver,endothelial cell of hepatic sinusoid,0.257123738527298,0.49140748381614685,0.0,0.0,0.0,0.0,2.2748031616210938,PLOD2,0.0,0.0,0.0,endothelial
13673,Lung,blood vessel endothelial cell,0.27273884415626526,0.38363727927207947,0.0,0.0,0.0,0.5244415402412415,1.129542589187622,PLOD2,0.5244415402412415,1.129542589187622,0.0,endothelial
13674,Lung,endothelial cell of lymphatic vessel,0.10972806811332703,0.32733678817749023,0.0,0.0,0.0,0.0,1.1807533502578735,PLOD2,0.0,0.0,0.0,endothelial
13675,Lung,capillary endothelial cell,0.12033622711896896,0.3913479447364807,0.0,0.0,0.0,0.0,2.1065964698791504,PLOD2,0.0,0.0,0.0,endothelial
13676,Lung,vein endothelial cell,0.11944580078125,0.35293900966644287,0.0,0.0,0.0,0.0,2.0589334964752197,PLOD2,0.0,0.0,0.0,endothelial
13677,Lung,endothelial cell of artery,0.13768061995506287,0.4021797180175781,0.0,0.0,0.0,0.0,1.8716541528701782,PLOD2,0.0,0.0,0.0,endothelial
13678,Lung,lung microvascular endothelial cell,0.132302388548851,0.3473983407020569,0.0,0.0,0.0,0.0,1.9087904691696167,PLOD2,0.0,0.0,0.0,endothelial
13679,Lymph_Node,endothelial cell,0.3703046441078186,0.5939456820487976,0.0,0.0,0.0,0.7705585062503815,2.1617579460144043,PLOD2,0.7705585062503815,1.9263962656259537,0.0,endothelial
13680,Mammary,endothelial cell of lymphatic vessel,0.6074323654174805,0.748691201210022,0.0,0.0,0.0,1.3650798499584198,2.097454309463501,PLOD2,1.3650798499584198,2.097454309463501,0.0,endothelial
13681,Mammary,vein endothelial cell,0.3657678961753845,0.5209107398986816,0.0,0.0,0.0,0.7088451236486435,2.561264991760254,PLOD2,0.7088451236486435,1.7721128091216087,0.0,endothelial
13682,Mammary,endothelial cell of artery,0.369057834148407,0.5935922861099243,0.0,0.0,0.0,0.7574269026517868,2.477968454360962,PLOD2,0.7574269026517868,1.893567256629467,0.0,endothelial
13683,Muscle,endothelial cell of lymphatic vessel,0.4088302552700043,0.5976682305335999,0.0,0.0,0.0,1.0290125012397766,1.9713648557662964,PLOD2,1.0290125012397766,1.9713648557662964,0.0,endothelial
13684,Muscle,endothelial cell of vascular tree,0.42059430480003357,0.5776358842849731,0.0,0.0,0.0,0.8544857501983643,2.809929132461548,PLOD2,0.8544857501983643,2.1362143754959106,0.0,endothelial
13685,Muscle,capillary endothelial cell,0.3567918837070465,0.6362674236297607,0.0,0.0,0.0,0.6684920787811279,3.313708782196045,PLOD2,0.6684920787811279,1.6712301969528198,0.0,endothelial
13686,Muscle,endothelial cell of artery,0.29007628560066223,0.4918403625488281,0.0,0.0,0.0,0.5500662177801132,2.5193676948547363,PLOD2,0.5500662177801132,1.375165544450283,0.0,endothelial
13687,Pancreas,endothelial cell,0.12853117287158966,0.3408089876174927,0.0,0.0,0.0,0.0,2.4724857807159424,PLOD2,0.0,0.0,0.0,endothelial
13688,Prostate,endothelial cell,0.1807412952184677,0.4083428680896759,0.0,0.0,0.0,0.0,2.024993658065796,PLOD2,0.0,0.0,0.0,endothelial
13689,Salivary_Gland,endothelial cell,0.31643548607826233,0.5180009603500366,0.0,0.0,0.0,0.5932794809341431,2.784702777862549,PLOD2,0.5932794809341431,1.4831987023353577,0.0,endothelial
13690,Salivary_Gland,endothelial cell of lymphatic vessel,0.378126323223114,0.5188716053962708,0.0,0.0,0.0,0.7723078578710556,2.490393877029419,PLOD2,0.7723078578710556,1.930769644677639,0.0,endothelial
13691,Skin,endothelial cell,0.20140895247459412,0.3699430227279663,0.0,0.0,0.0,0.36528538167476654,2.397592306137085,PLOD2,0.36528538167476654,0.9132134541869164,0.0,endothelial
13692,Small_Intestine,gut endothelial cell,0.10492844879627228,0.3453241288661957,0.0,0.0,0.0,0.0,1.4038349390029907,PLOD2,0.0,0.0,0.0,endothelial
13693,Spleen,endothelial cell,0.1989910900592804,0.4176280200481415,0.0,0.0,0.0,0.0,3.721128225326538,PLOD2,0.0,0.0,0.0,endothelial
13694,Thymus,endothelial cell of lymphatic vessel,0.32366323471069336,0.5099658370018005,0.0,0.0,0.0,0.698174923658371,2.4080872535705566,PLOD2,0.698174923658371,1.7454373091459274,0.0,endothelial
13695,Thymus,capillary endothelial cell,0.18614475429058075,0.4542727768421173,0.0,0.0,0.0,0.0,2.3909544944763184,PLOD2,0.0,0.0,0.0,endothelial
13696,Thymus,vein endothelial cell,0.2819337844848633,0.4421718120574951,0.0,0.0,0.0,0.5683631598949432,2.248991012573242,PLOD2,0.5683631598949432,1.420907899737358,0.0,endothelial
13697,Thymus,endothelial cell of artery,0.2754499912261963,0.479861319065094,0.0,0.0,0.0,0.5641394555568695,2.2591023445129395,PLOD2,0.5641394555568695,1.4103486388921738,0.0,endothelial
13698,Tongue,endothelial cell of lymphatic vessel,0.1362234652042389,0.3558306396007538,0.0,0.0,0.0,0.0,1.3719184398651123,PLOD2,0.0,0.0,0.0,endothelial
13699,Tongue,capillary endothelial cell,0.2704281210899353,0.46524298191070557,0.0,0.0,0.0,0.51048743724823,1.8144054412841797,PLOD2,0.51048743724823,1.276218593120575,0.0,endothelial
13700,Tongue,vein endothelial cell,0.26846322417259216,0.45665648579597473,0.0,0.0,0.0,0.47040149569511414,2.0095484256744385,PLOD2,0.47040149569511414,1.1760037392377853,0.0,endothelial
13701,Tongue,endothelial cell of artery,0.19678325951099396,0.41232240200042725,0.0,0.0,0.0,0.0,1.6588962078094482,PLOD2,0.0,0.0,0.0,endothelial
13702,Trachea,endothelial cell,0.24463210999965668,0.4252089560031891,0.0,0.0,0.0,0.42215025424957275,1.603068470954895,PLOD2,0.42215025424957275,1.0553756356239319,0.0,endothelial
13703,Uterus,endothelial cell,0.4021569490432739,0.5320819616317749,0.0,0.0,0.0,0.7535642981529236,3.2558956146240234,PLOD2,0.7535642981529236,1.883910745382309,0.0,endothelial
13704,Uterus,endothelial cell of lymphatic vessel,0.2612101137638092,0.31399446725845337,0.0,0.0,0.2011648267507553,0.42346905171871185,1.5006320476531982,PLOD2,0.42346905171871185,1.0586726292967796,0.0,endothelial
13705,Vasculature,endothelial cell,0.21768081188201904,0.4055916666984558,0.0,0.0,0.0,0.34036795794963837,2.9216489791870117,PLOD2,0.34036795794963837,0.8509198948740959,0.0,endothelial
13706,Vasculature,endothelial cell of lymphatic vessel,0.25376638770103455,0.3912241458892822,0.0,0.0,0.0,0.5312649756669998,1.2018884420394897,PLOD2,0.5312649756669998,1.2018884420394897,0.0,endothelial
13707,Vasculature,endothelial cell of artery,0.33788618445396423,0.49159061908721924,0.0,0.0,0.0,0.628242015838623,2.774794578552246,PLOD2,0.628242015838623,1.5706050395965576,0.0,endothelial
13708,Bladder,endothelial cell of lymphatic vessel,0.12035564333200455,0.2640829086303711,0.0,0.0,0.0,0.0,1.1257297992706299,PLOD3,0.0,0.0,0.0,endothelial
13709,Bladder,capillary endothelial cell,0.21196259558200836,0.32229968905448914,0.0,0.0,0.0,0.39568450301885605,1.1340985298156738,PLOD3,0.39568450301885605,0.9892112575471401,0.0,endothelial
13710,Bladder,vein endothelial cell,0.1862298548221588,0.34930869936943054,0.0,0.0,0.0,0.29172173142433167,1.825674057006836,PLOD3,0.29172173142433167,0.7293043285608292,0.0,endothelial
13711,Eye,endothelial cell,0.12478073686361313,0.3024558126926422,0.0,0.0,0.0,0.0,1.4343535900115967,PLOD3,0.0,0.0,0.0,endothelial
13712,Eye,retinal blood vessel endothelial cell,0.2690286338329315,0.37568485736846924,0.0,0.0,0.0,0.5211686491966248,1.4792033433914185,PLOD3,0.5211686491966248,1.302921622991562,0.0,endothelial
13713,Fat,endothelial cell,0.2385072410106659,0.38754284381866455,0.0,0.0,0.0,0.4509279131889343,2.139129161834717,PLOD3,0.4509279131889343,1.1273197829723358,0.0,endothelial
13714,Heart,cardiac endothelial cell,0.26855313777923584,0.5106889605522156,0.0,0.0,0.0,0.0,2.302945137023926,PLOD3,0.0,0.0,0.0,endothelial
13715,Kidney,endothelial cell,0.21275001764297485,0.35504820942878723,0.0,0.0,0.0,0.42740747332572937,1.2496172189712524,PLOD3,0.42740747332572937,1.0685186833143234,0.0,endothelial
13716,Large_Intestine,gut endothelial cell,0.15880219638347626,0.4059705138206482,0.0,0.0,0.0,0.0,1.7312235832214355,PLOD3,0.0,0.0,0.0,endothelial
13717,Liver,endothelial cell,0.19586259126663208,0.421841561794281,0.0,0.0,0.0,0.0,1.8630964756011963,PLOD3,0.0,0.0,0.0,endothelial
13718,Liver,endothelial cell of hepatic sinusoid,0.18699917197227478,0.4082043766975403,0.0,0.0,0.0,0.0,2.024803400039673,PLOD3,0.0,0.0,0.0,endothelial
13719,Lung,blood vessel endothelial cell,0.2846023738384247,0.3935469090938568,0.0,0.0,0.0,0.539361834526062,1.504933476448059,PLOD3,0.539361834526062,1.348404586315155,0.0,endothelial
13720,Lung,endothelial cell of lymphatic vessel,0.13196857273578644,0.38829436898231506,0.0,0.0,0.0,0.0,1.5917551517486572,PLOD3,0.0,0.0,0.0,endothelial
13721,Lung,capillary endothelial cell,0.16127242147922516,0.4526410400867462,0.0,0.0,0.0,0.0,2.173865795135498,PLOD3,0.0,0.0,0.0,endothelial
13722,Lung,vein endothelial cell,0.20462177693843842,0.44685375690460205,0.0,0.0,0.0,0.0,2.003697395324707,PLOD3,0.0,0.0,0.0,endothelial
13723,Lung,endothelial cell of artery,0.16371792554855347,0.40717852115631104,0.0,0.0,0.0,0.0,2.0764286518096924,PLOD3,0.0,0.0,0.0,endothelial
13724,Lung,lung microvascular endothelial cell,0.20682616531848907,0.43721961975097656,0.0,0.0,0.0,0.0,1.924949288368225,PLOD3,0.0,0.0,0.0,endothelial
13725,Lymph_Node,endothelial cell,0.30093902349472046,0.4443857967853546,0.0,0.0,0.0,0.6732546836137772,1.537361979484558,PLOD3,0.6732546836137772,1.537361979484558,0.0,endothelial
13726,Mammary,endothelial cell of lymphatic vessel,0.029337946325540543,0.1606905311346054,0.0,0.0,0.0,0.0,0.8801383972167969,PLOD3,0.0,0.0,0.0,endothelial
13727,Mammary,vein endothelial cell,0.3360080420970917,0.4516605734825134,0.0,0.0,0.0,0.6039824783802032,1.67518949508667,PLOD3,0.6039824783802032,1.5099561959505081,0.0,endothelial
13728,Mammary,endothelial cell of artery,0.2962666153907776,0.4943479001522064,0.0,0.0,0.0,0.5545605570077896,2.1486048698425293,PLOD3,0.5545605570077896,1.386401392519474,0.0,endothelial
13729,Muscle,endothelial cell of lymphatic vessel,0.127542644739151,0.3634535074234009,0.0,0.0,0.0,0.0,1.4604673385620117,PLOD3,0.0,0.0,0.0,endothelial
13730,Muscle,endothelial cell of vascular tree,0.18541865050792694,0.3718259632587433,0.0,0.0,0.0,0.0,1.9357789754867554,PLOD3,0.0,0.0,0.0,endothelial
13731,Muscle,capillary endothelial cell,0.11907489597797394,0.34139588475227356,0.0,0.0,0.0,0.0,1.8876467943191528,PLOD3,0.0,0.0,0.0,endothelial
13732,Muscle,endothelial cell of artery,0.12980405986309052,0.29763704538345337,0.0,0.0,0.0,0.0,1.2834092378616333,PLOD3,0.0,0.0,0.0,endothelial
13733,Pancreas,endothelial cell,0.1827237606048584,0.38689109683036804,0.0,0.0,0.0,0.0,2.039785861968994,PLOD3,0.0,0.0,0.0,endothelial
13734,Prostate,endothelial cell,0.19276300072669983,0.38815850019454956,0.0,0.0,0.0,0.0,1.7309049367904663,PLOD3,0.0,0.0,0.0,endothelial
13735,Salivary_Gland,endothelial cell,0.1950015425682068,0.37625652551651,0.0,0.0,0.0,0.1102697104215622,1.9350183010101318,PLOD3,0.1102697104215622,0.2756742760539055,0.0,endothelial
13736,Salivary_Gland,endothelial cell of lymphatic vessel,0.16036763787269592,0.34730109572410583,0.0,0.0,0.0,0.0,1.6621757745742798,PLOD3,0.0,0.0,0.0,endothelial
13737,Skin,endothelial cell,0.3185749650001526,0.4071795344352722,0.0,0.0,0.0,0.6462810784578323,1.8831431865692139,PLOD3,0.6462810784578323,1.6157026961445808,0.0,endothelial
13738,Small_Intestine,gut endothelial cell,0.16379524767398834,0.38949280977249146,0.0,0.0,0.0,0.0,1.3450790643692017,PLOD3,0.0,0.0,0.0,endothelial
13739,Spleen,endothelial cell,0.1703508496284485,0.3469094932079315,0.0,0.0,0.0,0.0,1.7845048904418945,PLOD3,0.0,0.0,0.0,endothelial
13740,Thymus,endothelial cell of lymphatic vessel,0.23201940953731537,0.4262172281742096,0.0,0.0,0.0,0.35551898181438446,1.9576587677001953,PLOD3,0.35551898181438446,0.8887974545359612,0.0,endothelial
